word	arousal	valence	dominance	concreteness	imageability	familiarity	age of acquisition	semantic size	gender association
bar (musical)	5.235	6	5.514	5.177	4.909	5.206	5.303	3.212	3.706
bar (pub)	5.758	6.029	5.743	6.371	6.4	6.606	4.657	4.571	5.677
bare	5.194	5.094	4.25	3.938	4.29	5.214	3.688	3.467	3.667
barely	3	3.971	4	2.971	2.618	5.657	4.229	2.118	4.257
barge	4.156	4.344	5.625	5.688	5.273	3.452	5.152	4.697	5.519
barge (boat)	3.629	5.343	5.171	6.486	6.486	3.743	4.543	5.343	4.943
barge (push)	5.061	2.97	5.758	4.606	5.03	4.774	4.727	4.242	5.485
bark	4.886	4.657	5.8	4.941	5.086	5.469	2.4	3.629	4.943
bark (dog)	4.912	4.4	4.879	5.057	5.257	6.152	2.057	3.879	5.343
bark (tree)	3.606	5.364	5.515	6.063	6.324	5.455	3.235	3.382	4.559
barley	2.636	5	5.147	6.412	5.853	4.063	4.457	2.303	4.235
barn	3.324	5.486	5.441	6.546	6.618	5.355	2.639	4.714	4.806
barnacle	3.75	4.968	4.484	6.2	5.71	3.844	4.813	2.094	4.452
baroque	4.539	5.04	4.958	4.042	3.583	2.882	6.346	4.24	3.826
barrage	4.138	3.677	4.519	4.533	4.037	3.097	5.333	5.241	5.067
barrel	3.333	4.939	5.061	6.636	6.469	5.031	3.697	3.419	5
barrier	3.882	3.364	3.486	5.735	5.706	5.4	4.286	4.765	4.788
basement	3.75	4.177	4.412	5.971	6.147	5.303	3.941	3.882	4.441
basket	3.257	5.177	5.171	6.2	6.235	6	2.235	2.857	3.265
basketball	4.5	5.677	4.909	6.576	6.647	5.938	3.324	3.088	5.576
bass	3.969	5.514	5.455	5	4.765	4.824	4.514	3.886	4.824
bass (fish)	3.485	5.242	4.765	6.171	5.706	4.065	4.886	2.294	4.546
bass (guitar)	5.353	6.4	6	6.257	6.171	5.938	4.857	4.171	5.343
bassoon	4.138	5.444	5.375	6.667	5.24	2.833	5.222	4.16	4.769
bastard	6.031	2.455	5	4.281	3.032	5.333	5.152	4.621	6.258
bastards	5.031	2.194	5	3.303	2.677	5.903	5.879	4.438	6.219
bat	4.939	5.313	5.161	6.69	6.533	4.893	2.533	2.438	4.621
bat (animal)	3.857	5.471	5.059	6.714	6.824	5.353	2.771	2.429	4.829
bat (club)	4	4.727	5.469	6.152	6.212	5.097	3.457	3.406	5.387
bath	4.807	6.548	5.656	6.586	6.654	6.444	1.871	3.75	2.6
bathroom	3.546	5.677	5.324	6.686	6.677	6.5	2.059	3.813	3.143
battered	5.031	2.281	3.774	4.875	5.031	5.767	4.469	4.677	4.97
battery	3.818	5.457	4.943	6.406	6.147	5.824	3.371	2.743	4.882
battle	5.576	2.333	5.559	5.387	5.686	4.897	3.514	6.059	6.091
bayonet	4.581	3.387	4.667	6.033	6.219	3.546	6.063	3.774	5.469
bazooka	5.548	3.414	5.267	6	5.677	3.147	5.097	4.433	5.645
beach	6.167	6.839	5.581	6.516	6.5	6.154	2.516	5.452	3.259
bead	3.758	5.394	5.353	6.281	5.909	4.879	2.813	1.71	2.677
beagle	3.875	5.613	4.833	6.419	6.438	4.333	4.636	3.063	4.063
beak	3.029	4.857	5	6.441	6.394	4.844	2.939	2.394	4
beaker	3.182	4.938	4.853	6.394	6.03	4.469	4.242	2.97	4.364
bean	3.529	5.206	5.543	6.743	6.629	5.771	2.257	1.5	4.343
bear	5.394	4.831	5.077	6.483	6.571	5.61	2.254	5.433	5.212
beard	4.5	5.47	5.606	6.485	6.656	6.241	2.91	3.354	6.631
beast	6.209	3.105	5.721	4.646	5.563	5.047	3.059	5.588	5.831
beat	4.97	3.939	5.152	4.2	4.4	5.516	3.412	3.879	5
beat (hit)	4.824	3.303	4.938	5.242	5.125	5	3.829	4.125	5.2
beat (mix)	4.546	5.529	5.303	4.849	5.114	5.333	3.943	3.559	4.382
beat (rhythm)	6.6	6.229	5.629	4.472	3.714	6.091	3.75	4.229	4.389
beaten	4.758	2.212	3.182	3.879	4.546	5.533	3.576	4.697	4.594
beautician	4.182	4.967	4.379	5.594	5.281	4	5.727	3.515	1.606
beautiful	7.029	8.441	6.344	2.515	5.412	6.517	2.559	5.333	1.441
beauty	6.781	7.344	5.594	2.727	4.313	5.867	3.333	4.625	1.807
beaver	4.697	5.781	5.233	6.793	6.5	4.036	3.688	3	4.414
become	5.323	6.2	5.807	2.188	2.063	6.333	3.677	4.807	3.857
bed	5.242	7.029	5.441	6.657	6.656	6.594	1.543	4.294	3.588
bee	4.727	4.788	5.281	6.844	6.933	6.188	2.091	1.727	3.152
beef	4.849	5.118	5.765	6.471	6.531	6.471	3.229	3.333	5.559
beehive	5.265	4.971	4.471	6.353	6.303	5.235	3.182	3.147	3.364
beer	5.177	5.543	5.353	6.629	6.714	6.618	4.147	3	5.882
beet	3.167	5.226	5.242	5.429	4.323	4.029	5.125	2.8	4.063
beetle	3.265	4.364	5.061	6.677	6.706	5.121	2.382	1.657	4.882
befall	3.758	3.968	3.807	2.625	2.833	3.156	5.697	3.194	3.871
beg	4.2	2.943	2.909	3.647	4.229	5.706	3.382	3.559	3.914
beggar	3.031	2.7	4.323	5.844	6.258	4.931	4.303	2.968	4.844
begin	4.941	6.257	5.941	3	2.5	5.971	2.743	3.667	4.091
beginning	5.469	7.324	5.758	3.152	2.613	6.212	2.912	4.546	3.516
behalf	3.629	5.177	5.088	2.706	2.765	4.455	4.818	3.75	3.853
behave	3.7	5.719	4.613	3.188	3.344	6.438	2.344	4.226	3.625
behaviour	4.886	5.147	5.735	3.143	3.735	6.063	3.143	4.686	3.886
behind	4.303	4.212	4.091	4.177	4.25	6.2	2.457	3.727	3.758
beige	2.594	4.606	4.618	4.273	5.849	5.516	4.294	2.818	3.353
belfry	3.867	5.111	4.889	5.438	4.177	1.735	6.556	3.588	4.182
belief	5.333	6.697	5.143	2.824	3.143	5.912	4.177	5.529	3.343
believe	5.667	6.625	5.633	2.258	2.29	6.125	3.188	4.867	3.483
bell	4	5.606	5.294	6.647	6.735	5.97	2.177	2.794	3.706
belly	4.594	4.438	4.516	6	6.067	5.862	2.419	4.031	4.467
belong	5.188	6.813	5.303	2.188	2.455	5.889	3.382	5.1	3.241
belt	4.516	4.742	4.807	6.621	6.344	6.185	2.75	2.438	5.267
bench	2.677	5.257	5.029	6.6	6.606	5.853	2.886	3.152	4.294
bend	4.088	4.829	4.857	4.6	4.914	5.515	2.486	3.559	3.735
beneficial	5.971	7.971	5.886	2.8	2.829	5.543	5.371	5.471	3.543
benefit	5.286	7.457	5.771	3.6	3.457	5.625	4.765	5.059	3.571
bereavement	3.455	1.879	2.938	3.364	3.333	4.091	6.182	5.303	3.438
berry	4.853	5.971	5.114	6.588	6.343	5.697	2.486	1.657	2.743
best	6	8.147	6.818	2.647	3.029	6.242	2.571	4.969	4.088
betray	5.206	1.742	3.697	2.742	2.719	5.424	5.118	5.382	4.818
betrayal	5.333	1.629	3.767	2.265	3.629	4.735	5.314	5.765	4.677
beverage	4.912	5.765	5.735	6.343	6.412	6.212	5.222	3.171	4.257
beware	5.546	2.485	3.719	2.406	3.625	5.813	3.515	4.849	4.781
bicycle	4.941	5.882	5.969	6.818	6.667	6.333	2.382	3.818	4.088
bid	4.286	5.429	6.355	3.485	3.879	4.727	4.943	3.794	4.438
bigot	4.419	1.677	4.758	4.031	4.125	4.516	6.235	4.6	5.382
bike	4.829	5.969	6.147	6.546	6.794	6.097	2.343	3.375	4.912
billion	6.265	6.353	5.529	4.088	3	5.546	4.324	6.206	4.588
binder	3.212	5.061	5.03	5.323	5.469	4.697	4.936	2.818	4.156
biology	5.182	5.471	4.5	5.182	4.206	6.194	4.647	4.941	3.647
bird	4.862	6.281	6.133	6.633	6.778	6.708	2.097	2.548	3.25
birth	5.471	7.265	4.25	5.849	6.059	5.594	2.853	5.114	1.912
birthday	6.242	7.438	6.147	5.057	5.088	6.406	1.677	4.588	3.853
biscuit	4.943	6.343	5.588	6.229	6.657	6.471	2.086	2.371	3.571
bishop	3.065	5.2	4.25	6	6.129	4.233	4.5	3.903	6.031
bison	3.63	5.571	5.433	6.214	5.929	2.914	5.536	4.63	5.107
bit	3.265	4.853	4.455	4.324	3.152	6.188	1.909	2.061	4.156
bit (bite)	4	4.177	5.471	5.029	5.03	5.3	2.581	3	4.147
bit (horse bridal)	2.828	5.241	5.037	6	5.593	2.969	5.154	2.346	4
bit (small amount)	2.824	4.686	4.677	3.618	4.235	6.059	2	1.714	3.765
bitch	6.727	1.743	4.758	4.273	4.441	5.774	5.588	4.735	1.939
bitchy	5.813	2.147	5.057	2.667	4.094	5.909	6.088	4.242	1.588
bitter	4.794	2.471	4.324	3	3.088	4.941	4.412	3.788	4.294
bizarre	6.156	4.758	4.844	2.129	2.871	4.821	5.063	4.375	4.414
black	3.657	4.088	5.4	5.371	6.143	6.75	2.086	4.629	5.059
blackmail	5.091	2.324	3.824	3.588	3.242	5.063	5.382	5.059	4.706
blacksmith	3.706	5.265	5.088	6.455	6.5	3.697	4.788	4.242	6.333
blade	5.625	3.412	5.543	6.5	6.543	5.412	4.371	3.6	5.455
blame	4.343	2.743	3.765	2.543	2.571	6.057	3.286	5.171	4.286
bland	2.333	3.094	4.548	2.563	2.656	4.333	4.839	2.969	3.963
blank	3.229	4.457	4.771	3.914	4.629	5.371	3.2	3.286	4.029
blasphemy	5.152	2.758	4.719	2.546	2.727	3.469	6.242	5.03	4.97
blaze	6.857	3.686	5.629	5.059	5.686	4.5	4.086	5.371	4.857
blazes	6.467	3.333	4.333	4.452	4.807	3.552	4.742	5	4.808
bleak	2.882	2.588	3.441	2.429	3.371	4.515	5.294	3.618	4.412
blend	4.121	5.219	5.219	3.719	3.824	5.1	4.242	3.382	3.594
blender	4.258	5.2	5.333	6.533	6.3	4.821	4.688	3.125	3.815
bless	4.065	6.813	4.733	2.032	2.594	4.296	3.531	4.29	2.9
blessed	5.455	8.118	5.286	2.059	3.657	5.177	4.2	5.412	2.686
blessing	5.057	8.114	5.273	2.722	3.576	5.5	4.25	5	2.528
blessings	4.727	7.781	5.188	2.909	3.25	5.364	4.03	5.061	2.697
blimp	3.9	5.1	4.807	5.931	5.5	3.516	5.094	4.75	4.452
blind	4.147	3.029	2.697	5.314	5.235	5.424	3.257	3.909	4.061
bliss	6.455	8.091	5.969	2.667	3.938	5.125	5.121	5	2.455
blister	3.235	2.941	3.857	6.147	6.314	5.559	3.8	2.677	4.265
block	3.303	4.235	5	5.294	5.121	5.367	3.118	3.824	4.879
bloke	4.771	5.353	5.485	5.457	5.914	5.647	4.657	4	6.529
blond	5.061	5.424	5.182	5.394	6.061	5.849	2.909	3.091	2.576
blonde	5.242	5.882	5.258	5.943	6.546	6.235	2.909	3.412	1.647
blood	5.406	4.758	4.765	6.057	6.412	6.219	2.412	4.118	4.212
bloody	5.4	2.857	5.059	5.088	5.941	5.971	3.714	4.677	4.743
bloom	6.156	7.323	5.613	4.152	5.032	5.219	4.152	4.065	2.156
blossom	5.943	7.5	5.353	5.394	6.206	5.147	4.257	3.514	2.057
blouse	4.094	5.531	5.125	6	6.121	5.281	3.912	2.656	1.758
blow	4.706	4.912	5.677	4.471	4.735	5.552	2.546	3.906	4.114
blow (hit)	5.438	2.697	4.774	5.281	5.667	5	4.419	4.774	5.333
blow (wind)	4.543	4.629	4.429	4.514	4.657	5.849	2.429	4.486	4.029
blubber	3.667	3.618	4.088	4.912	5.029	4.344	4.171	4.324	3.559
blubber (cry)	3.853	2.636	3.5	4.03	5.706	4.438	4.059	3.677	2.971
blubber (fat)	3.265	3.324	4.121	5.882	5.853	3.667	4.882	4.588	4.061
blue	4.912	5.206	5.313	4.886	6.471	6.758	1.882	3.606	5.2
blueberry	5	6.118	5.387	6.758	6.781	5.97	3.382	2.118	3.206
bluff	4.303	4.471	5.515	3.529	3	4.355	5.029	3.969	4.441
blunder	4.406	3.412	4.03	2.941	3.059	3.971	5.118	4.235	4.424
blunt	4.147	4.029	5.097	3.936	3.938	5.179	4.606	3.281	5
board	3.353	5.03	5.229	6.057	5.857	5.486	3.257	3.571	4.529
board (enter)	4.121	5.344	5.091	4.788	4.618	3.943	4.563	3.939	4.182
board (executive)	3.303	4.909	5.97	4.939	4.849	4.273	5.636	4.697	5.156
board (wooden)	2.857	4.857	4.943	6.543	6.265	4.971	2.971	3.286	4.853
boarded	3.088	4.765	5.059	3.853	4.177	4.323	5.382	4.235	4.706
boast	4.667	3.226	6.273	3.194	2.875	5.194	4.686	4.97	4.939
boastful	4.061	3.171	6.969	3.088	4.2	4.4	5	4.943	5.294
boat	4.642	5.776	5.46	6.716	6.823	6.397	2.182	4.779	4.922
body	5.212	5.879	4.909	6	6.333	6.793	2.061	4.061	3.212
boil	4.647	4.424	4.781	5.324	5.515	6.069	3.382	4.091	4.353
boiler	3.424	5.03	5.563	6.229	6.03	5.167	4.6	4.235	5.273
bold	5.594	6.152	7.118	3.559	4.121	5.656	4	5.125	5.152
bollocks	5	3.235	5.971	5.143	5.029	5.588	6.143	3.629	6.235
bomb	6.697	1.576	4.182	6.5	6.273	5.844	3.971	5.353	5.618
bomber	5.452	2.067	4.452	5.333	4.9	4.433	4.813	5.094	5.667
bond	5.229	6.4	4.943	3.714	3.8	5.382	4.265	4.6	3.735
bondage	5.909	4.212	4.594	4.788	5.273	4.324	6.576	4.516	4.546
bonds	4.394	5.118	4.936	3.853	3.912	3.794	5.143	4.143	3.912
bonds (money)	4.273	5.563	4.794	5.257	4.212	4.265	6.057	4.781	4.97
bonds (restraints)	5.743	3.086	3.029	5.086	5.486	4.559	5.618	4.618	4.714
bone	3.875	5.433	5.219	6.606	6.625	6.133	2.485	3.367	4.625
bones	4.647	5.686	5.371	6.882	6.677	6.177	2.714	3.647	4.281
bongo	5.147	5.971	5.656	5.906	5.97	3.5	4.6	3	4.606
bonnet	3.129	4.939	4.966	6.469	6.281	3.033	4.515	2.781	2.7
bonus	5.543	7.559	5.697	4	3.273	5.2	4.088	4.968	4.697
book	5.156	6.788	6.03	6.793	6.643	6.767	1.909	3.188	3.667
book (read)	4.781	6.781	5.839	6.563	6.406	6.677	2.031	3.355	3.364
book (reserve)	3.714	5.8	6.235	4.706	4.382	5.313	4.086	3.273	4.029
bookcase	4.094	6.061	5.697	6.5	6.647	5.906	3.088	4.088	4
boom	6.265	4.485	5.429	3.438	4.563	5.581	2.412	5.969	5.286
boost	5.588	7.059	6.529	3.324	2.824	5.03	4.233	4.515	4.455
boot	4.484	5.125	5.548	6.586	6.552	6.308	2.469	2.936	4.5
boot (car)	3.118	4.939	5.606	6.229	6.364	6.206	3.412	3.576	5.057
boot (evict)	4.294	2.971	4.382	4.029	3.735	3.688	5.441	4.088	5
boot (shoe)	3.618	5.088	5.771	6.667	6.647	6.265	2.543	2.794	4.514
bored	2.469	2.943	4.088	3.057	3.457	6.412	2.706	3.971	4.143
boredom	2.457	2.429	4.229	2.857	3.771	6.147	3.571	4.343	4.714
boring	2.2	2.486	3.657	2.914	3.457	6.343	2.829	3.714	4.471
born	5.161	6.71	4.516	4.3	4.258	6.037	2.469	3.839	3.296
borrow	3.061	4.273	4.03	3.485	2.939	6.063	3.455	3.818	4
bosom	5.559	5.714	5.265	5.765	5.242	3.771	5.441	4.2	1.771
boss	3.909	3.829	4.5	6.029	5.8	5.97	4.029	5.364	5.686
botanist	3.654	5.429	4.769	5.259	4.815	3.546	6.276	4.133	3.966
botany	3.345	5.25	4.889	5.138	3.938	3.424	6.061	4.1	3.484
bother	3.543	3.486	4.412	2.686	2.686	5.938	4.028	4.114	4.611
bottle	4	5.355	5.097	6.429	6.536	6.357	2.125	2.742	4.167
bottom	4.156	4.25	3.636	4.781	4.938	5.875	2	3.636	3.758
bought	4.824	5.758	6.303	4.088	4.03	6.452	2.971	4.094	3.875
boulder	3.152	4.771	5.419	6.265	6.613	4.594	3.857	5.364	5.531
bounce	5.697	6.273	6.065	4.531	5.188	5.781	2.364	3.906	3.406
bouncy	6.314	6.471	5.657	4.059	4.912	5.324	2.343	3.857	3.324
bound	4.647	3.971	3.765	3.824	4.438	4.818	5.212	4.061	4.235
bouquet	5.588	6.714	5.343	5.8	6.486	5.059	4.514	3.4	2.057
bout	3.667	4.226	4.429	3.581	3.1	3.394	5.645	4.267	4.594
bow	4.125	5.333	4.788	5.514	6.029	4.625	2.912	2.829	3.853
bow (bend)	3.353	4.788	4.206	4.697	5.029	4.455	3.882	2.625	4.606
bow (ribbon)	4.257	6.182	4.818	6.059	6.441	5.909	2.515	2.412	2.086
bow (ship)	3.438	5.233	5.345	6.613	5.968	4	4.438	4.548	4.516
bow (weapon)	4.971	4.314	6.235	6.794	6.636	4.576	3.882	3.743	4.941
bowel	3	3.879	4.706	6.091	4.818	4.618	5.441	3.529	4.606
bowl	3	5.212	5.324	6.546	6.424	6.281	2.059	2.688	3.971
box	3.258	4.844	4.936	6.29	6.313	6.645	2	3.387	4.344
box (container)	2.618	5.147	4.571	6.429	6.294	6.182	1.857	2.941	4.471
box (sport)	4.212	4.235	6.03	5.394	6	4.939	4.057	4.147	6.303
boxer	5.594	4.636	5.147	6.152	6.618	5.531	3.588	4.677	5.912
boxer (dog)	4.147	4.588	5.441	6.647	6.5	4.469	4.529	3.382	5.559
boxer (fighter)	5.229	3.971	6.188	6.471	6.429	5	4.4	5.059	6.343
boxing	4.606	4.559	5.455	5.971	6.394	5.618	3.824	4.03	6.03
boy	4.294	5.6	5.229	6.412	6.485	6.636	1.424	3.375	6.529
boycott	5.677	3.485	5.273	2.939	2.939	4.276	5.941	5.194	4.788
bra	6.088	6.029	4.971	6.629	6.714	6.485	4.657	2.971	1.177
bracelet	5.147	6.029	5.6	6.743	6.471	5.706	2.971	2.441	1.686
bracket	2.938	5.065	4.643	5.594	5.161	4.759	4.606	2.355	4.484
brain	5.936	7.091	6.844	6.355	6.103	6.5	2.936	4.313	4.276
brainy	5.968	7.438	7.031	3.125	3.387	5.143	3.906	4.581	4
brake	4.086	4.857	5.029	5.514	5.657	5.382	3.486	3.629	4.771
brand	4.219	4.515	4.594	3.333	3.849	5.552	4.788	4.438	3.767
brass	3.968	5.226	5.467	5.5	4.774	4.148	4.531	3.938	4.778
brasserie	4.667	5.788	4.97	5.394	5.727	3.548	6.364	3.121	2.303
brassiere	5.412	5.742	5.121	6	6.061	3.429	5.97	3.765	1.909
brave	6.529	7.879	7.412	2.629	3.629	6.031	3	5.647	5
bravery	7.063	7.636	7.188	3.387	3.727	5.633	3.588	6	5.563
brazen	4.448	4.133	5.893	2.448	3.172	2.971	6.031	4.6	4.226
breach	4.697	3.611	5.031	3.543	2.75	4.281	5.857	4.629	4.639
bread	4.258	5.742	4.75	6.828	6.8	6.76	2.125	2.8	3.793
break	4.909	3.807	4.563	4.387	4.364	6.267	2.303	3.758	4.567
break (destroy)	5.912	2.394	5.853	4.941	5.5	6.382	2.273	4.97	5.618
break (luck)	6.032	7.147	4.655	2.879	3.091	3.849	4.97	4.697	3.909
break (rest)	4.588	6.788	5.97	4.059	3.97	6.452	2.824	3.438	3.727
breakfast	5.029	5.857	5.588	5.853	6.294	6.5	1.771	3.118	3.636
breast	6.294	6.353	5.647	6.485	6.5	6.188	4.324	3.485	1.303
breasts	5.941	6.371	5.647	6.529	6.559	6.118	4.229	3.514	1.382
breeze	5.088	6.412	5.129	4.618	5.029	5.727	3.5	3.235	2.818
brew	4.303	5.294	5.156	5	5.088	4.515	5.182	3.171	4.706
brewer	3.906	5.063	5	5.118	4.406	3.438	6	3.656	5
bribe	5.143	3.371	4.412	3.677	3.529	5.242	5.029	4.5	4.743
bridal	5.364	6.807	5.25	4.394	5.455	4.966	4.121	4.375	1.258
bridal (horse)	3.546	5.029	5.061	6.063	5.636	2.829	5.969	3.969	3.088
bridal (marriage)	5.667	7.294	4.909	4.594	5.303	5	4.353	5.294	1.515
bride	6	6.941	5.324	6.471	6.559	5.594	3.059	4.375	1.429
bridegroom	5	6.613	4.833	5.903	5.818	4.781	4.933	4.3	4.758
bridesmaid	4.571	7.029	4.5	5.886	6.394	5.235	3.657	3.971	1.257
bridesmaids	5.294	6.514	5	6.344	6.177	4.781	3.543	4.029	1.424
bridge	3.636	5.333	5.588	6.938	6.688	6.161	2.412	4.97	4.765
bridge (card game)	2.765	5.029	5.121	5.324	5.147	3.088	6.088	2.677	4.177
bridge (structure)	3.529	6.235	5.394	6.8	6.657	6.242	3.229	5.677	5.486
brief	3.235	5.032	4.813	3.147	2.765	5.546	4.912	2.765	4.333
bright	6.324	7.571	5.882	4.594	5.667	6.613	2.714	4.706	2.97
bright (light)	5.455	6.6	5.412	4.706	5.486	6.177	2.657	4.824	3.571
bright (smart)	6.771	7.886	6.914	2.914	4.229	6.206	3.657	5.114	3.314
brilliant	7.394	8.371	7.086	2.886	3.314	6.086	3.543	5.657	3.543
brilliant (great)	7.212	8.546	7.781	2.576	3.303	6.656	3.152	5.818	3.879
brilliant (intelligent)	7.235	8.171	7.543	3.029	3.257	6.286	3.714	5.714	3.914
brilliant (luminous)	6.829	8.118	6.424	3.5	4.371	5.5	4.829	5.849	2.882
brink	4.807	3.967	4.25	3.588	2.871	4	5.818	3.484	4.188
brisk	5.344	5.485	5.781	3.576	3.765	4.2	4.794	3.788	4.546
broccoli	4.219	5.969	5.069	6.655	6.778	6.125	2.938	2.594	4.069
broken	4.324	2.677	3.559	3.364	4.294	6	2.882	3.75	4.031
bronze	4.5	6	5.677	5.771	6.086	5.849	3.806	3.571	4.222
broom	3.091	5.03	5.121	6.25	6.455	5.515	2.849	3	3.75
brother	4.441	6.636	5.441	6.242	6.559	6.677	1.677	4.394	6.677
brow	3.697	5.2	5.061	5.788	5.485	4.697	3.543	2.758	4.118
brown	2.719	4.636	4.906	5.152	6.194	6.333	1.939	3.594	4.688
brunch	5	5.939	5.529	5.177	5.333	5.114	4.743	2.765	2.97
brunette	5.529	6	5.794	5.697	6.455	5.853	4.471	3.441	1.824
brush	4.129	5.452	5.688	6.219	6.207	6.107	2.576	2.219	2.607
brushed	4.161	5.467	4.724	4.121	4.29	5.393	2.75	3.433	3.267
brutal	5.543	1.824	4.971	3.686	4.371	5.242	5.257	5.143	5.618
brute	4.735	3	4.5	4.03	4.353	3.968	5.5	4.853	5.853
bubble	4.912	6.559	4.912	5.571	6.576	5.758	2.088	1.943	2.677
bubbly	5.514	6.909	5.618	3.571	4.559	5.273	3.629	3.714	2.788
buffalo	4.118	5.457	5.118	6.441	6.529	4.758	3.571	4.914	5.714
bugle	2.92	4.818	4.957	5.583	5.136	2.742	5.692	2.667	4.2
build	4.714	6.086	6.412	5.229	5.765	5.909	2.571	4.853	5.382
builder	3.813	5.529	5.333	6.229	6.206	5.879	2.882	3.939	6.212
building	2.969	5.147	5.063	6.813	6.727	6.29	2.697	5.152	5.353
bulb	3.219	5.375	5.258	6.594	6.546	6.194	3.133	2.774	3.818
bulb (light)	3.765	6.114	5.515	6.229	6.714	6.171	3.2	3	4.229
bulb (plant)	2.788	6.182	5.5	6.441	6.242	4.353	4.057	2.606	3.469
bulge	4.333	4	4.758	5.125	5.75	5.161	4.677	4.273	5.118
bulk	4.235	4.941	5.706	4.824	4.265	4.576	5	5.364	5.706
bull	4.8	4.265	5.563	6.588	6.529	5.455	3.324	4.788	6.286
bulldozer	4.147	4.177	5.212	6.647	6.531	4.471	4.03	4.677	5.824
bullet	5.647	2.706	4.824	6.727	6.909	5.088	3.971	3.242	5.412
bullish	4.115	3	5.5	3.333	3	3.029	5.966	4.552	5.767
bully	4.514	1.618	3.606	5.029	5.486	5.571	3.286	5.343	5.4
bundle	3.943	5.486	4.706	5	5.457	4.771	3.914	3.486	3.412
bungalow	3.091	5.121	5.242	6.303	6.424	5.25	4.333	4.25	3.879
bunk	3.6	4.714	5.257	5.657	5.061	4.029	3.6	3.171	4.629
bunk (bed)	3.543	5.235	5.273	6.559	6.286	5.235	2.714	3.824	4.824
bunk (truant)	4.767	3.393	5.655	3.69	3.429	3.313	5.833	3.71	4.967
bunny	4.758	6.941	5.147	6.629	6.618	5.438	1.618	2.2	2.314
buoy	3.767	5.152	4.645	6.515	6.188	4.618	4.758	2.594	5.091
burden	4.206	2.324	2.697	2.875	3.029	5.31	5.147	4.879	4.065
burger	5.212	6.156	5.636	6.625	6.656	6.667	2.697	3.156	5.323
burglar	5.438	2.469	3.531	5.552	5.742	4.172	3.563	4.313	5.516
burglary	5.781	2.182	3.424	4.258	4.152	4.467	4.258	4.719	5.1
burgle	5.118	2.303	3.656	4.97	5.424	5.2	3.735	4.697	5.333
burial	4.091	2.314	3.667	5.686	6.091	4.344	4.4	5	4.265
burn	4.818	3	4.688	5.353	5.452	6.161	2.697	4.344	4.879
burner	4.441	4.265	5.086	5.086	4.909	4.324	4.629	3.735	4.636
burnt	5.194	2.688	3.871	4.375	4.969	5.5	2.938	3.871	4.429
burst	5.938	4.147	4.941	3.882	4.606	5.161	3.618	4.677	4.147
bury	3.882	3.171	4.029	4.714	5.206	5.182	3.529	3.914	4.543
bus	3.177	5.303	4.588	6.882	6.765	6.667	1.941	4.882	4.412
business	3.969	5.765	5.788	4.743	4.571	5.636	4.2	5.457	5.088
businessman	3.382	4.939	5.314	6.059	6.03	5.697	4.029	4.343	6.394
bust	5.441	5.4	5.743	4.971	5.343	5.061	5.571	4.257	2.771
bust (break)	4.516	3.419	4.581	3.636	4.516	4.033	4.667	3.613	4.969
bust (breasts)	6.2	6.114	5.543	6.697	6.647	5.471	5.657	3.743	1.743
bust (sculpture)	4.484	5.594	5.063	6.219	5.419	3.882	5.5	3.781	3.382
busy	4.382	4.647	4.559	3.571	4.091	6.097	2.5	4.212	3.879
busybody	4.452	3.344	4.839	4.226	4.807	4.5	5	3.69	2.813
butcher	4.143	4.229	4.971	6.294	6.429	4.939	3.486	4.229	5.971
butler	3.781	4.735	4.794	5.656	6.147	4.156	4.086	3.294	6.353
butt	5.467	4.607	4.742	6.387	6.125	5.31	3.438	3.469	3.885
butter	4.323	5.484	5.267	6.233	6.483	6.208	2.594	2.581	3.778
butterfly	5.774	7.091	5.486	6.452	6.765	6.414	2.059	2.485	2.086
button	3.677	5.235	5.559	6.382	6.647	6.156	2.265	1.818	3.912
buy	5.706	6.265	5.886	4.206	4.171	6.613	2.647	4.314	3.686
buzzard	4.414	5.31	5.313	6.357	5.759	3.788	5	3.281	4.6
cabin	4.177	5.364	5.091	6.457	6.281	4.697	4.235	3.588	4.382
cabinet	3.147	4.971	4.794	6.714	6.457	5.206	3.914	4.143	4.242
cabinet (closet)	3.194	5.061	4.938	6.71	6.357	5.129	3.909	3.909	3.533
cabinet (council)	3.267	4.469	3.313	4.807	4.515	3.906	6.156	5.25	5.194
cacti	4.371	4.794	4.914	6.743	6.471	4.029	4.657	3.5	4.371
cactus	4.457	4.971	5.457	6.486	6.771	4.324	3.4	3.629	4.514
cafe	4.515	6.094	6.061	6.121	6.394	6.452	3.394	3.939	2.727
cake	5.941	7.147	5.059	6.829	6.686	6.484	2.057	3.143	2.857
cakes	6.333	7.375	6.333	6.688	6.885	6.742	2.576	2.882	2.546
calcium	4.086	5.727	4.844	5.143	3.829	5.156	5.086	3.088	4.314
calculus	2.879	4.406	4.226	4.25	4.313	4.242	6.061	4.226	4.765
calendar	3.516	5.265	4.647	6	6.4	5.909	3.314	3.706	3.441
calf	3.886	5.886	5.265	6.629	6.382	5.515	3.143	2.686	3.889
calf (cow)	3.515	6.094	4.424	6.697	6.625	5.613	2.788	3.424	3.563
calf (muscle)	3.765	5.618	5.939	6.576	6.147	5.563	4.794	3.455	4.824
call	4.794	5.286	6.063	4.441	4.576	5.781	2.6	3.906	3.677
call (shout)	5.235	4.875	6.515	4.788	4.576	5.969	2.912	4.452	4.375
