word	valence	arousal	dominance	concreteness	imageability	age of acquisition
czółenko	5.29	3.20	4.71	2.04	6.40	12.10
czuć	6.16	4.66	5.96	5.71	5.24	6.96
czuć niepokój	2.82	5.86	3.30	6.56	5.50	10.66
czujny	5.44	4.32	5.86	5.74	5.51	9.52
czułość	7.30	4.30	5.50	6.74	6.20	8.66
czuwać	5.62	3.16	5.96	5.04	5.50	9.74
czyn	5.66	3.44	6.30	4.96	4.36	9.12
czystość	6.54	3.98	6.16	5.60	6.46	8.68
czysty	6.78	3.26	5.96	4.74	6.80	6.54
czyścić	5.22	3.66	4.94	3.92	7.02	7.06
czytać	6.88	3.76	6.18	3.90	7.38	6.56
ćma	4.46	3.24	4.12	2.16	7.96	7.18
ćwiczenie	6.02	4.24	5.84	3.92	6.84	7.80
ćwiczyć	6.26	4.82	6.30	3.70	7.22	6.88
dach	5.46	3.46	5.76	1.72	8.14	6.62
dachówka	5.26	3.72	5.08	1.86	7.62	9.84
dać	5.96	3.78	5.90	4.12	6.32	5.62
dać do zrozumienia	5.62	4.16	5.90	5.52	4.40	10.10
dać klapsa	4.04	5.28	5.52	3.42	7.60	6.72
daleko	4.38	3.66	4.56	5.90	5.52	6.64
Dania	5.88	3.50	5.38	2.56	5.20	11.52
danie	6.50	3.42	5.70	2.20	7.22	7.86
darować	6.10	3.78	6.00	5.00	5.04	8.68
data	5.22	3.02	5.18	4.78	5.98	7.62
dawny	5.32	3.40	4.62	5.90	4.84	8.68
dąb	6.08	2.88	6.56	2.12	7.78	8.08
dąsać	3.44	4.32	4.16	5.00	5.96	9.52
dbać	6.30	3.64	5.98	5.46	5.22	7.30
dbający	6.40	3.76	6.24	6.08	5.12	9.46
decydujący	5.62	4.34	7.34	6.14	4.48	9.98
degradacja	3.27	4.76	3.24	5.04	4.52	11.82
delfin	6.70	3.26	5.22	2.12	8.10	7.34
delfinek	6.38	3.06	4.66	2.08	7.68	7.00
delikatnie	6.94	2.82	4.86	5.46	5.32	7.94
delikatność	6.90	2.98	4.66	6.14	5.56	9.36
delikatny	6.48	2.56	4.56	6.12	5.72	8.42
demon	3.40	5.46	5.72	6.08	6.54	9.30
dentysta	3.82	4.78	5.34	2.46	7.90	7.36
depozyt	4.74	3.86	5.22	3.26	5.64	11.92
depresja	2.26	4.94	2.48	6.12	6.08	10.92
deska	5.06	2.96	4.84	2.00	7.82	7.56
deska do prasowania	4.98	3.40	4.56	1.68	8.08	8.06
desperacja	2.86	5.52	3.32	6.42	5.46	12.34
despotyzm	3.06	5.12	6.16	7.00	4.35	12.68
deszcz	5.04	3.62	4.88	2.64	8.24	5.88
detal	5.42	2.96	5.50	3.84	5.12	10.02
detaliczny	4.96	3.26	5.44	4.74	4.36	11.44
dezerter	3.52	4.29	3.67	4.00	5.68	12.28
diabeł	2.84	5.48	5.59	5.41	7.56	7.52
diament	6.66	3.94	7.06	2.12	7.78	9.10
diesel	5.28	4.20	5.50	2.40	5.78	12.44
dławić się	2.62	5.24	3.02	4.00	7.12	8.70
dług	3.10	5.18	3.48	4.20	5.10	9.82
długo	4.58	3.76	4.92	5.42	4.92	6.66
długodystansowiec	6.08	4.08	6.54	3.94	6.12	11.16
długopis	5.68	2.88	5.44	1.80	8.16	6.96
dłuto	5.10	3.40	5.56	1.72	6.81	10.38
dmuchać	5.06	3.50	5.22	3.44	7.02	6.80
dna	4.48	3.50	4.22	3.31	5.68	10.77
dobra	6.32	3.22	5.96	6.34	3.88	6.92
dobro	7.50	3.88	6.30	7.44	4.40	7.86
dobrobyt	7.06	4.46	6.60	6.62	5.40	10.80
dobroć	7.20	4.10	6.58	7.26	4.72	8.06
dobroduszność	6.98	3.42	5.72	7.32	4.48	10.00
dobrodziejstwo	6.78	3.72	5.86	7.02	4.12	11.10
dobrotliwy	6.68	3.48	5.34	6.74	4.86	10.80
dobry	6.96	3.30	6.02	6.94	5.08	5.78
dobrze	6.88	3.14	5.94	6.84	4.14	5.62
dobrze wychowany	6.86	3.36	5.84	6.08	5.50	9.10
dobrze wyważone	6.18	3.32	6.02	5.08	4.40	12.48
dobytek	6.48	3.74	6.16	3.78	5.76	10.66
dogmat	4.96	3.57	6.10	6.43	3.40	12.30
dojrzałość	6.49	3.78	7.04	6.64	5.34	10.38
dojrzały	6.40	3.94	6.90	5.68	5.50	10.22
dojrzewać	5.68	4.26	6.04	5.52	5.76	10.04
dok	5.18	3.26	4.77	2.33	5.97	11.63
dokładnie	6.08	3.66	6.34	6.02	4.52	8.46
dokładność	6.52	3.42	6.50	5.96	5.26	9.24
dokładny	6.28	3.78	6.54	6.08	5.30	8.46
dokopywać	4.58	3.98	5.16	4.46	5.56	9.48
dokować	5.02	3.44	5.33	3.95	5.13	12.33
dokuczać	3.28	4.92	4.82	4.84	6.24	7.12
dokument	5.30	3.22	6.02	3.00	7.16	9.62
dolar	5.94	3.28	6.64	2.24	7.70	8.78
dolina	5.90	2.96	4.72	2.26	7.26	8.94
dom	7.32	2.92	6.42	2.60	8.08	5.02
dom strachów	5.32	5.24	8.10	5.94	5.72	10.22
dominujący	4.58	4.78	4.30	3.50	6.92	8.96
donosiciel	2.70	5.94	3.88	4.36	5.60	10.14
dopasować	5.92	3.48	5.34	4.68	5.60	8.72
dopaść	4.26	4.94	5.90	4.68	5.52	9.26
dopchać	4.46	4.42	4.94	4.28	5.94	9.20
doping	5.24	5.18	5.48	4.46	6.26	11.16
dopingować	6.42	4.86	6.26	4.96	6.84	10.12
dopływać	5.70	4.20	5.52	3.80	6.52	8.44
dorastający	5.62	4.46	5.20	5.16	5.30	9.92
dorosły	5.70	3.84	6.38	4.68	6.82	6.88
doskonałość	7.18	4.18	7.38	6.74	4.42	10.00
dostać	6.48	3.84	5.32	4.84	5.86	6.48
dostojny	6.20	3.76	7.20	5.58	5.64	11.04
doszkolić	5.78	3.36	5.44	5.14	4.86	11.22
doświadczać	6.22	4.00	5.80	5.54	4.82	9.78
dotknąć	5.84	4.02	5.54	4.32	7.00	6.76
dotrzeć	6.14	3.52	5.80	4.78	5.48	8.96
dotykać	5.96	4.08	5.76	3.82	7.10	7.28
dowcip	6.78	5.06	5.80	4.80	5.74	7.72
dowcipkować	6.30	4.60	5.56	5.50	5.90	10.82
dowieść	5.82	4.04	6.02	5.36	4.58	11.00
dowodzić	5.84	4.54	7.10	5.30	6.06	10.20
dowolny	5.50	3.32	5.48	6.38	3.92	8.88
dół	4.04	4.02	3.76	3.28	7.12	6.18
drabina	5.26	3.20	5.40	1.70	8.26	7.40
drań	3.00	5.18	5.06	4.32	5.50	10.36
drapacz chmur	5.90	4.34	6.62	2.44	8.08	10.38
drapać	5.04	4.48	4.84	3.64	7.50	6.82
drapieżnik	4.20	5.20	6.92	2.72	7.04	9.70
drażliwy	3.46	5.22	4.56	6.30	5.20	10.54
drażniący	3.12	5.30	4.30	5.62	5.52	9.72
drażnić	3.50	5.04	4.78	5.00	5.84	8.64
dreszczyk	5.70	4.86	4.76	4.42	6.48	9.26
drewno	5.56	2.94	5.18	1.90	8.08	6.96
dręczyć	2.32	5.74	5.10	5.26	5.64	9.34
droga	5.82	2.82	5.54	2.32	7.80	6.64
drogi	4.64	4.32	5.64	4.92	6.30	7.32
drozd	5.58	3.22	4.94	2.27	6.31	9.80
drożdże	5.40	3.64	4.88	1.96	6.96	9.20
druk	5.42	2.78	5.42	2.42	7.10	8.50
drukować	5.36	2.96	5.54	3.22	7.20	8.68
drut	4.68	3.60	4.78	1.86	7.94	7.54
dryfować	4.82	3.12	4.02	3.47	6.52	10.90
drzazga	3.48	4.34	4.16	2.16	7.32	7.64
drzewo	6.28	3.08	5.92	1.82	8.30	6.60
drzwi	5.38	3.10	5.38	1.62	8.12	5.82
drżeć	3.76	4.66	3.40	3.58	6.86	8.86
dubeltówka	4.80	4.74	6.00	1.70	7.08	11.76
duch	4.16	4.76	5.10	5.46	7.44	7.02
duet	5.76	3.74	5.36	3.26	6.76	10.20
duma	6.44	4.36	6.84	7.00	5.58	9.36
dumny	6.28	4.50	6.84	6.32	5.66	8.38
dupa	3.96	4.36	4.50	2.10	8.02	7.76
dupek	2.80	5.58	3.96	4.16	5.66	9.68
dur	3.45	4.67	4.26	3.36	4.00	11.73
dusić	2.50	5.82	4.60	3.36	6.98	8.20
dusza	6.18	3.54	5.94	7.38	4.80	8.34
duszący	3.02	4.72	3.98	4.92	5.94	9.66
duszny	3.48	4.12	3.86	4.76	5.94	9.16
duży	5.68	4.12	6.70	5.32	6.32	5.88
dwór	6.14	3.64	6.16	2.76	7.52	7.74
dwulicowość	2.16	5.58	3.86	7.00	4.64	12.28
dyktator	2.90	5.42	6.92	3.28	6.44	11.76
dyktatorski	3.22	5.06	6.76	5.94	5.30	12.00
dym	4.38	3.96	4.66	2.36	8.02	6.70
dynamiczny	6.38	5.14	6.34	5.52	5.40	10.04
dyplom	6.58	4.06	6.36	2.12	7.68	8.08
dyscyplina	5.46	3.96	5.92	5.74	4.98	9.54
dysk	5.26	2.92	5.36	1.92	7.18	9.38
dyskoteka	6.04	4.80	4.94	2.52	7.52	8.08
dyskretny	6.14	2.98	5.42	5.78	5.16	10.50
dyskryminacja	2.90	5.52	3.80	6.46	5.16	11.30
dystans	4.84	3.58	5.50	4.68	5.64	9.82
dystyngowany	5.69	3.48	6.49	6.31	4.83	12.30
dyszeć	4.10	4.52	4.06	3.84	6.88	8.88
dywan	5.58	2.98	5.08	1.80	7.94	6.08
dzbanek	5.50	3.26	4.98	1.84	7.96	6.62
dziadek	6.90	3.18	5.16	2.46	8.00	5.54
dziadunio	6.84	3.06	4.48	2.68	7.50	6.54
działka	5.88	3.38	5.38	2.62	7.28	7.96
działo	4.96	4.44	6.50	2.38	7.08	9.80
dzieci	6.32	4.48	4.54	2.30	7.70	6.70
dziecinny	4.80	4.14	3.90	5.66	6.10	9.24
dziecko	6.60	4.38	4.56	2.36	7.98	6.32
dziedziczyć	5.84	4.22	6.24	4.96	5.38	10.50
dziedzina	5.36	3.46	5.38	5.18	4.22	10.74
dziedziniec	5.54	3.26	5.68	2.86	7.04	10.04
dzielić	5.64	3.98	5.44	4.46	6.22	7.54
dzielić się	6.42	4.40	5.66	4.88	6.20	6.94
dzielnica	5.32	3.36	5.40	3.32	6.16	8.78
dzielny	6.72	4.42	6.94	5.98	5.56	7.26
dziennik	5.50	3.66	5.60	2.44	7.34	8.64
dzień	6.06	3.54	5.64	4.06	6.78	5.78
dzierżawa	4.90	3.36	5.06	3.92	4.50	12.22
dzierżawić	4.98	3.66	5.52	5.02	4.44	12.74
dzierżyć	5.12	4.04	6.02	4.64	5.39	12.66
dziewczyna	6.78	4.24	5.92	2.02	7.86	6.66
dziewica	6.18	5.00	5.22	3.38	6.42	11.84
dzięcioł	5.58	3.60	5.10	1.82	7.92	7.82
dziękczynny	6.14	3.46	5.36	6.14	4.24	11.24
dzięki	6.68	4.04	5.44	6.60	3.72	6.64
dziękuję	7.62	3.72	5.66	6.30	4.94	5.80
dziki	4.74	4.80	5.24	5.24	6.64	8.12
dzikość	4.78	5.66	5.32	6.10	5.78	9.40
dziób	5.24	3.06	5.16	1.88	7.84	7.20
dziób (statku)	5.30	3.30	6.26	2.08	7.54	10.50
dzisiaj	5.52	3.38	5.28	5.32	4.74	5.10
dziura	4.18	4.20	3.80	2.94	7.34	6.18
dziwaczny	4.54	4.44	4.54	6.30	5.36	9.08
dziwka	2.96	6.64	3.66	3.38	7.64	11.52
dziwny	4.68	4.62	4.64	6.30	5.20	7.26
dzwon	5.36	3.82	5.62	1.96	8.02	7.76
dźgnąć	3.08	5.84	5.24	3.62	6.88	9.86
dżudo	5.24	4.30	6.36	3.54	7.41	9.28
dżungla	6.00	4.48	4.80	2.34	7.76	7.84
echo	5.64	3.42	4.94	4.08	6.78	8.28
edukacja	5.96	3.80	6.30	5.42	5.48	9.32
edytor tekstu	5.26	3.30	5.84	3.32	6.44	10.90
ego	4.94	4.56	6.00	7.14	3.86	12.56
egoizm	2.70	5.34	5.34	7.14	4.72	10.90
egzaminy	3.60	5.60	4.86	3.84	7.44	9.64
ekran	5.34	3.34	5.34	2.00	7.94	6.76
ekscentryczny	5.12	5.15	6.24	6.86	4.96	12.42
ekscytacja	6.94	6.60	6.22	6.50	5.98	11.36
ekscytujący	7.24	6.30	6.68	6.50	5.42	10.82
ekskrementy	2.90	5.63	3.68	4.10	6.65	13.03
ekstatyczny	6.08	5.14	5.57	6.05	4.83	13.59
ekstaza	7.30	6.84	6.30	6.31	6.04	12.50
ekstrawertyk	5.28	5.17	6.02	5.64	4.75	13.56
elastyczność	6.24	3.96	6.06	5.58	5.90	11.64
elastyczny	6.35	3.68	5.42	4.98	5.76	10.80
elegancki	6.58	3.78	6.50	5.86	6.70	9.34
elektryczność	6.08	4.72	6.02	4.10	6.24	9.34
elf	6.58	3.12	5.58	5.04	7.72	7.90
emerytura	4.90	3.42	4.16	4.18	6.02	10.12
emir	5.52	3.43	6.45	2.93	4.86	13.55
emitować	5.14	3.55	6.02	5.16	5.74	11.52
emocja	6.18	5.38	5.36	7.08	4.54	9.92
emocjonalny	5.78	5.40	5.02	6.84	5.56	10.40
energia	6.88	5.68	7.00	5.58	5.78	8.62
energiczność	7.02	5.60	6.90	5.98	5.74	10.14
energiczny	6.74	5.70	6.90	5.76	6.18	8.94
entuzjastyczny	7.26	5.54	6.54	6.58	5.80	10.82
entuzjazm	7.44	5.72	6.57	6.82	6.28	10.50
epicki	6.70	4.02	6.50	6.50	4.34	12.10
erotyczny	6.72	6.26	5.62	6.06	7.06	11.94
Estonia	5.74	3.16	4.74	2.60	4.92	11.24
etui	5.40	2.90	4.96	1.86	7.66	10.12
etyczność	6.32	3.76	5.92	7.16	3.66	11.76
etykieta	4.90	3.52	5.12	3.08	6.30	10.76
etykietować	4.58	3.62	5.30	4.24	6.22	12.30
euro	5.76	3.40	5.82	3.00	7.44	9.52
fabryka	5.22	3.82	5.44	2.06	7.84	8.64
facet	6.08	3.74	5.92	2.36	7.76	8.36
fajerwerk	6.40	5.38	5.96	2.12	7.73	8.00
fajerwerki	6.56	5.36	6.02	2.04	8.18	7.56
fakt	5.52	3.50	5.92	4.76	4.10	9.34
fala	5.40	3.30	5.50	2.74	7.90	7.82
fala pływowa	5.21	3.63	5.08	3.23	5.63	12.69
falować	5.60	3.02	4.92	4.00	6.94	9.26
fałdować	4.74	3.84	4.61	3.92	5.80	10.64
fałsz	2.68	5.14	4.04	6.76	4.56	8.56
fałszować	3.16	4.96	4.50	4.92	5.76	9.04
fałszywość	2.44	5.74	4.36	6.76	4.76	10.16
fałszywy	2.56	5.22	3.82	6.06	5.12	9.20
fanatyzm	3.12	5.55	4.64	7.42	5.28	13.14
fantazja	7.28	4.44	5.94	7.08	5.38	8.84
farbować	5.06	3.84	5.22	3.58	7.00	8.58
farma	5.40	3.32	5.10	2.34	7.34	8.62
farsa	3.98	4.54	4.25	5.54	4.00	12.18
fart	6.74	4.34	5.08	6.44	4.86	8.42
fartownie	6.24	4.55	5.00	6.35	3.84	10.02
fartowny	5.90	4.30	5.14	6.20	4.11	10.42
fartuch	5.04	3.48	4.76	1.72	7.78	8.62
fasada	4.96	3.24	5.60	2.51	6.08	11.86
fascynacja	6.92	5.59	5.76	6.84	5.36	10.66
fascynować	7.10	5.16	6.34	6.48	5.30	11.48
fasola	5.24	3.04	5.00	1.62	8.08	7.88
faszerować się	3.32	4.98	4.12	4.40	5.88	11.08
faul	3.68	4.50	4.36	3.54	7.04	9.22
fauna	6.22	2.98	5.46	3.46	6.28	10.74
faworyzować	3.84	4.90	5.92	6.42	5.26	10.94
faza	5.52	3.56	5.08	5.92	4.88	10.02
ferie	7.10	4.12	5.55	4.14	6.56	8.44
fermentować	4.16	4.04	4.10	4.08	5.98	12.62
fetor	2.19	5.49	3.69	4.00	5.87	11.64
fetysz	4.90	4.98	4.45	5.70	5.48	12.90
figa	5.28	3.40	4.56	1.94	7.00	9.06
figura	5.76	3.62	5.50	2.68	7.20	7.64
filar	5.32	2.92	6.44	2.18	7.50	9.42
film	6.78	3.96	5.70	2.84	7.76	5.80
filmować	6.12	3.50	5.98	3.46	7.30	8.82
filtr	5.62	3.92	5.38	2.32	6.42	10.62
Finlandia	6.32	3.00	5.40	2.58	6.60	10.86
fioletowy	5.64	3.12	5.20	3.70	8.04	6.54
fiołkowo różowy	5.62	3.14	4.46	4.26	6.24	10.24
fiord	6.15	3.30	5.45	2.30	6.66	13.23
firma	5.66	3.82	6.48	3.06	6.52	9.12
flaczki	4.12	3.64	4.40	2.12	6.98	9.24
flaga	5.72	3.24	5.90	2.22	7.90	7.80
flaki	3.54	4.10	4.20	1.84	7.24	9.08
flet	5.70	3.24	5.16	1.74	8.06	7.94
flirt	6.46	5.52	6.06	5.72	6.88	11.04
flirtować	6.60	5.42	6.06	5.00	6.80	10.94
flora	6.38	3.12	5.02	3.32	6.73	10.76
flota	5.40	3.90	6.34	2.26	6.73	10.98
fobia	2.74	5.88	2.92	6.84	5.62	11.14
folder	5.28	2.92	5.12	2.78	6.68	9.02
fontanna	6.54	3.40	5.52	1.90	8.18	7.50
forma	5.66	3.46	5.44	4.16	5.38	8.56
formować	5.52	3.18	6.46	4.60	5.72	9.48
formowanie	5.50	3.62	6.52	4.84	5.72	10.20
forsa	5.84	4.20	6.40	2.40	7.55	8.92
fort	5.55	3.82	6.32	2.29	7.17	10.36
fortepian	6.32	3.58	5.80	1.80	8.20	8.38
fotel	6.02	2.64	5.52	1.82	8.20	6.46
fracht	5.08	3.47	5.39	3.83	4.47	12.11
frajda	7.52	5.12	6.04	6.00	5.82	7.90
frajer	3.12	4.90	3.02	4.60	5.56	9.06
Francja	5.86	3.70	5.06	2.46	6.92	9.96
frędzle	5.22	4.08	4.44	2.18	7.41	9.50
Frisbee	6.21	3.98	5.42	1.98	7.57	10.69
frustracja	2.82	6.16	3.90	6.48	5.80	11.66
frustrację	2.82	5.84	3.40	6.78	4.88	11.18
frytki	6.38	3.84	4.70	1.88	8.34	6.48
frywolny	5.43	4.33	5.06	6.04	4.77	12.60
fryz	5.43	3.78	5.25	2.32	6.86	10.36
fryza	5.06	3.33	4.91	2.70	5.05	10.87
fryzjer	5.60	3.69	5.51	1.78	7.86	6.78
fuks	6.32	4.50	5.10	5.90	4.29	10.14
fuksem	6.06	4.59	4.70	6.18	4.00	10.14
fundusz	5.72	3.18	6.04	4.22	4.84	11.18
funt	5.56	3.20	5.42	2.50	6.42	11.04
furażerka	4.74	3.43	5.19	4.18	5.11	12.94
furia	2.96	6.73	5.41	6.80	6.49	11.32
futerko	5.16	3.12	4.66	2.04	7.26	7.90
futro	4.96	3.30	5.30	1.86	7.60	7.46
gabinet	5.04	3.46	5.74	2.40	7.52	9.02
gad	4.14	3.66	4.70	2.04	7.26	9.34
gafa	3.66	4.58	3.88	5.18	5.36	9.42
gala	5.70	4.06	5.70	3.80	7.00	10.10
galaretka	6.08	3.42	4.48	1.98	7.96	6.86
galop	5.76	4.56	6.08	3.62	7.10	9.80
gałązka	5.66	3.14	4.70	2.00	7.76	6.92
gałąź	5.28	3.20	4.96	1.82	7.94	7.08
gałgan	4.20	4.02	4.06	3.48	5.57	11.00
gałka	5.34	3.54	5.16	2.42	7.30	7.86
gamma	5.12	3.06	5.35	4.73	5.40	12.62
gang	3.36	4.90	6.10	3.18	6.84	9.58
gangrena	2.26	5.71	3.64	2.88	5.30	12.98
gangster	3.20	5.42	6.00	2.86	7.36	9.34
gapić	4.26	4.14	4.66	4.16	6.56	8.00
gapić się	4.28	4.38	4.80	4.18	6.84	8.00
garb	3.44	3.96	3.72	2.24	7.28	8.90
garderoba	5.60	3.40	5.32	2.08	7.36	9.50
gardło	4.86	3.36	5.22	1.76	7.66	7.06
gardzenie sobą	1.98	5.70	2.44	6.50	4.58	11.72
gardzić	2.98	5.92	4.18	6.30	5.32	10.60
garnek	5.34	3.04	4.72	1.72	8.04	7.18
gasić	5.30	3.92	5.74	3.54	7.06	7.88
gaśnica	5.12	4.14	5.68	1.80	8.00	8.60
gaz	4.42	3.94	4.96	2.74	6.71	8.32
gaza	4.73	3.39	4.68	1.74	7.65	10.22
gazeta	5.76	3.00	5.32	1.70	7.92	7.48
gazować	4.08	4.38	4.48	4.16	5.96	10.14
gąbka	5.30	3.02	4.58	1.84	7.80	6.36
gąsienica	4.46	3.30	4.56	1.96	7.66	7.48
gburowaty	3.00	5.04	4.54	6.06	5.82	10.86
gderliwość	3.35	5.00	3.92	5.90	4.88	12.27
gej	4.34	4.94	4.26	3.86	7.06	11.32
gejzer	5.73	4.32	5.64	1.94	7.18	11.28
gen	5.14	3.30	5.48	2.78	5.82	11.84
geniusz	7.22	4.76	7.38	5.50	5.94	9.36
getto	2.44	5.66	3.10	3.02	6.66	11.80
gęś	4.94	3.10	4.38	1.70	7.98	7.72
gibki	6.06	3.80	5.66	4.29	6.42	10.12
giez	3.71	4.53	4.57	3.14	7.08	10.94
giętkość	5.60	3.98	5.35	4.56	6.18	10.30
gigant	5.18	4.62	7.34	3.38	6.68	8.72
gilotyna	3.10	5.56	4.88	1.98	7.86	11.50
gimnastyk	5.64	3.66	5.66	2.40	7.44	9.04
gimnastykować	5.94	4.16	5.72	3.92	7.30	9.20
gin	5.68	4.06	5.30	1.79	6.64	12.66
gips	4.22	3.42	4.36	1.70	7.62	8.84
gitara	6.52	3.76	5.40	1.66	8.34	7.34
gleba	4.94	3.18	4.76	2.36	7.50	9.54
glina	5.10	3.70	5.12	2.14	7.20	9.02
gładki	5.82	2.58	5.12	4.20	6.80	8.00
głębia	5.26	3.74	5.00	5.48	6.64	10.02
głęboko	4.64	4.14	5.28	5.24	6.08	7.34
głodny	3.04	4.70	3.42	5.08	6.20	5.94
głodujący	2.22	5.52	2.74	4.52	6.08	9.00
głos	5.76	3.58	5.68	3.72	5.74	6.36
głosić	5.26	3.96	6.30	4.66	6.00	9.42
głosować	5.32	4.18	6.36	4.66	6.74	9.64
głośno	4.34	5.22	5.66	4.54	6.30	7.18
głośny	4.60	5.42	5.78	5.04	6.58	6.76
głowa	5.48	3.36	5.98	2.12	8.12	5.32
głód	2.70	5.34	3.44	4.28	6.52	6.90
główny	5.62	3.54	6.68	5.63	4.28	8.10
głuchy	3.52	3.70	3.40	4.26	6.26	7.90
głupi	3.16	4.94	3.14	5.84	5.06	6.30
głupiec	3.44	4.62	3.12	5.22	5.62	8.72
głupota	3.16	4.84	3.00	7.06	5.16	8.84
gniazdo	5.48	3.44	5.30	2.02	7.80	7.10
gnić	2.36	5.06	3.28	3.44	6.72	8.78
gniew	2.46	6.40	5.18	6.38	6.44	7.92
gnój	2.76	4.82	2.98	2.32	7.06	9.88
godło	6.00	4.00	6.32	3.24	7.82	8.20
godność	7.00	4.08	7.22	7.04	4.42	10.84
godny podziwu	7.00	3.80	7.14	6.64	4.74	10.90
godzić się	5.88	4.14	4.74	5.34	5.86	8.40
godzina	5.16	3.14	5.38	5.10	5.76	7.66
golarka	4.94	3.36	5.28	1.68	7.84	9.16
golfista	5.20	2.78	5.80	2.26	7.06	10.02
golić	4.62	3.58	5.04	3.54	7.50	8.56
golonka	4.86	3.48	5.02	2.10	7.50	10.28
gołąb	4.96	3.52	4.40	1.48	8.14	7.38
gołębica	5.68	2.92	4.90	2.00	7.53	9.06
gołosłownie	3.43	4.58	4.35	6.08	3.63	12.26
goły	4.82	4.82	3.48	3.92	7.80	5.88
gondola	5.96	3.00	5.06	1.84	7.49	11.44
gong	5.29	3.60	5.92	1.76	7.20	10.16
gorący	5.82	4.80	5.78	3.92	6.98	6.60
gorączka	2.90	5.38	3.78	3.62	7.42	7.20
gorliwość	5.02	4.84	5.66	6.18	4.88	10.76
gorszy	3.34	4.58	3.14	6.20	4.44	6.62
gorycz	3.34	4.62	3.56	5.50	5.04	10.39
goryl	5.00	4.06	5.46	1.50	7.86	7.56
gorzki	3.66	4.20	4.52	4.64	5.74	6.78
gospodarstwo	5.68	3.16	5.48	2.94	6.96	9.10
gościnność	7.02	4.18	6.00	6.00	5.40	9.00
gościnny	6.84	3.42	6.08	6.46	5.68	9.04
gość	6.42	3.76	5.44	3.28	6.28	6.86
gotować	6.66	4.30	5.88	3.88	7.68	7.20
gotowanie	6.64	4.18	5.46	3.68	7.58	6.88
gotowy	6.28	3.34	6.30	5.70	4.74	7.10
gotówka	6.76	4.44	6.38	2.26	7.76	8.62
goździk	6.02	2.88	5.12	1.96	7.50	10.04
góra	6.32	4.06	6.48	2.34	8.22	7.18
gówno	2.78	5.38	3.60	2.16	7.68	7.46
gra	6.48	4.54	5.68	3.30	6.94	6.16
Graal	5.85	4.00	6.69	5.27	6.08	11.88
graba	5.26	3.67	5.48	3.00	6.25	10.41
grabić	4.18	3.58	4.98	3.80	7.00	9.36
grabie	4.98	3.36	4.64	1.64	7.94	7.22
grać	6.44	4.46	5.58	4.12	7.12	6.00
grać w karty	6.34	4.12	5.60	3.46	7.86	7.64
grać w warcaby	5.88	3.02	5.28	3.52	7.76	7.58
grad	4.40	4.24	4.84	2.46	7.60	7.72
gram	5.32	3.06	4.70	4.02	5.94	9.28
granat	4.52	5.24	5.94	2.08	7.70	9.30
granica	5.12	4.14	5.38	4.60	6.70	8.12
Grecja	6.26	3.46	4.82	2.44	6.86	10.04
grillować	6.92	4.20	5.42	3.36	7.78	9.02
grobla	5.36	3.59	5.23	2.08	5.60	12.07
groch	4.96	2.78	4.20	1.55	8.08	7.20
gromada	5.40	3.90	5.20	3.36	6.33	9.64
grono	5.60	3.60	5.50	3.30	6.02	9.90
grosz	5.28	3.34	4.20	1.92	7.98	6.90
groteska	5.50	4.24	4.74	5.42	4.66	12.78
groza	3.12	5.14	4.46	6.26	5.86	9.86
grozić	2.88	5.72	6.08	5.18	6.32	8.74
groźba	2.56	6.04	5.36	5.74	5.52	9.14
grób	2.34	5.02	3.46	2.42	8.14	7.82
grubiański	3.33	4.86	4.92	6.04	4.92	12.57
grubiaństwo	3.24	5.16	4.74	6.51	4.69	12.16
gruboskórność	3.56	4.40	5.56	6.44	4.50	11.80
gruby	3.84	4.30	4.32	3.88	7.48	6.48
gruczoł	4.52	3.92	4.66	2.60	5.60	11.16
gruda	4.26	3.76	4.68	2.22	6.35	11.12
grudka	4.66	3.54	4.55	2.18	6.76	9.24
gruntownie	5.32	3.18	6.00	5.14	4.22	11.16
gruntowny	5.32	3.54	6.02	5.18	4.38	11.32
grupa	5.84	3.90	5.57	3.32	6.86	7.72
gruszka	6.26	3.16	5.00	2.02	8.24	6.48
gruzy	3.42	4.12	4.12	2.26	7.52	9.12
grymas	3.76	4.52	4.16	4.20	6.88	9.00
grypa	3.08	4.54	3.70	3.18	6.94	8.08
gryzący	3.50	5.18	4.92	4.54	6.34	8.64
gryźć	4.66	4.54	5.18	3.30	7.20	6.56
grzbiet	5.20	3.18	5.18	2.26	7.04	8.16
grzebień	5.26	3.34	5.20	1.82	7.96	7.12
grzech	3.04	5.72	3.58	6.90	4.80	7.63
grzechotka	5.78	3.76	4.44	1.88	7.66	5.82
grzechotnik	3.26	4.70	5.70	1.90	7.60	9.34
grzeczność	6.58	3.90	5.50	6.60	4.94	8.36
grzejnik	5.84	3.68	5.42	1.92	7.84	7.86
grzeszny	3.62	5.22	4.34	6.80	5.18	9.54
grzmot	4.50	5.62	5.88	3.22	7.36	7.42
grzyb	4.68	3.60	4.00	2.06	8.18	6.54
grzywna	3.10	5.16	4.12	3.41	5.70	10.58
guma	5.54	3.44	4.96	1.92	7.64	7.10
guru	4.94	4.00	6.96	5.56	5.66	11.30
guz	2.98	4.92	4.08	2.14	7.42	8.16
guzek	3.54	4.02	3.82	1.94	6.58	9.06
gwałt	1.44	7.14	3.66	3.74	7.22	12.10
gwałtowny	4.04	5.70	5.60	5.58	5.50	9.62
